Sample_ID,Predicted_Value
GTEX-111CU-1926-SM-5GZYZ,3.939182628202135
GTEX-111FC-0126-SM-5N9DL,13.848907491948543
GTEX-111VG-2426-SM-5GZXD,13.421680300756725
GTEX-1122O-2126-SM-5EGIR,3.197154697437533
GTEX-1128S-2326-SM-5GZZY,14.500433520636633
GTEX-113IC-0126-SM-5HL6T,5.820567765728485
GTEX-113JC-2326-SM-5EQ4E,13.142027767405194
GTEX-117XS-2726-SM-5N9BL,13.549033394256087
GTEX-117YW-2626-SM-5GZZH,15.664484535646015
GTEX-117YX-2326-SM-5H12W,3.4513661506707973
